province;red;green;blue;x;x
1145;142;141;11;x;x
1146;219;96;103;x;x
1147;18;29;91;x;x
1148;92;125;196;x;x
1149;172;253;171;x;x
1150;180;151;149;x;x
1151;216;20;159;x;x
1152;202;27;251;x;x
1153;137;197;226;x;x
1154;252;114;171;x;x
1155;224;148;121;x;x
1156;243;30;53;x;x
1157;39;14;75;x;x
1158;98;72;192;x;x
1159;26;93;42;x;x
1160;39;114;205;x;x
1161;99;119;226;x;x
1162;98;76;195;x;x
1163;80;63;54;x;x
1164;190;56;76;x;x
1165;246;214;0;x;x
1166;174;100;185;x;x
1167;217;79;112;x;x
1168;237;253;66;x;x
1169;225;212;58;x;x
1170;224;245;47;x;x
1171;146;219;142;x;x
1172;144;45;76;x;x
1173;223;130;47;x;x
1174;115;102;138;x;x
1175;195;237;54;x;x
1176;133;41;149;x;x
1177;56;12;215;x;x
1178;243;1;2;x;x
1179;230;40;189;x;x
1180;63;248;160;x;x
1181;48;105;241;x;x
1182;9;24;91;x;x
1183;113;180;112;x;x
1184;21;135;94;x;x
1185;67;181;58;x;x
1186;117;154;251;x;x
1187;208;33;234;x;x
1188;232;68;147;x;x
1189;171;110;120;x;x
1190;92;157;250;x;x
1191;224;141;138;x;x
1192;215;198;207;x;x
1193;130;24;32;x;x
1194;5;21;10;x;x
1195;82;171;244;x;x
1196;221;116;46;x;x
1197;59;198;177;x;x
1198;160;150;136;x;x
1199;234;93;199;x;x
1200;117;35;189;x;x
1201;139;16;32;x;x
1202;9;187;182;x;x
1203;178;98;25;x;x
1204;187;182;228;x;x
1205;182;243;95;x;x
1206;197;132;0;x;x
1207;119;101;86;x;x
1208;65;130;254;x;x
1209;225;16;148;x;x
1210;2;188;79;x;x
1211;17;190;130;x;x
1212;54;71;195;x;x
1213;190;134;229;x;x
1214;32;44;169;x;x
1215;19;112;141;x;x
1216;71;41;40;x;x
1217;20;19;12;x;x
1218;19;5;146;x;x
1219;14;80;160;x;x
1220;15;112;99;x;x
1221;224;75;159;x;x
1222;177;195;132;x;x
1223;102;16;103;x;x
1224;131;189;139;x;x
1225;16;153;112;x;x
1226;178;255;3;x;x
1227;5;156;24;x;x
1228;126;94;92;x;x
1229;210;4;65;x;x
1230;75;246;37;x;x
1231;155;101;91;x;x
1232;159;196;239;x;x
1233;146;17;209;x;x
1234;226;178;186;x;x
1235;130;151;116;x;x
1236;100;129;161;x;x
1237;94;98;208;x;x
1238;248;45;150;x;x
1239;215;159;251;x;x
1240;39;211;4;x;x
1241;40;132;87;x;x
1242;247;101;251;x;x
1243;156;200;23;x;x
1244;205;125;133;x;x
1245;40;105;55;x;x
1246;222;72;182;x;x
1247;26;30;139;x;x
1248;65;8;117;x;x
1249;89;108;86;x;x
1250;39;195;187;x;x
1251;246;54;27;x;x
1252;9;230;145;x;x
1253;189;77;77;x;x
1254;47;156;22;x;x
1255;30;123;251;x;x
1256;244;242;98;x;x
1257;25;201;1;x;x
1258;240;128;163;x;x
1259;120;56;91;x;x
1260;253;158;209;x;x
1261;177;206;191;x;x
1262;170;201;81;x;x
1263;3;86;4;x;x
1264;83;174;43;x;x
1265;113;43;1;x;x
1266;250;88;86;x;x
1267;54;164;222;x;x
1268;59;139;51;x;x
1269;244;24;194;x;x
1270;14;84;138;x;x
1271;243;183;199;x;x
1272;133;224;228;x;x
1273;137;119;137;x;x
1274;220;88;96;x;x
1275;92;88;136;x;x
1276;71;53;67;x;x
1277;222;47;241;x;x
1278;39;212;245;x;x
1279;90;247;158;x;x
1280;217;57;208;x;x
1281;178;149;203;x;x
1282;213;34;103;x;x
1283;119;82;167;x;x
1284;24;148;77;x;x
1285;243;57;32;x;x
1286;119;60;53;x;x
1287;140;136;44;x;x
1288;121;9;27;x;x
1289;88;112;115;x;x
1290;30;86;137;x;x
1291;216;85;118;x;x
1292;150;173;109;x;x
1293;111;20;216;x;x
1294;34;33;93;x;x
1295;57;102;71;x;x
1296;132;79;187;x;x
1297;107;3;197;x;x
1298;170;252;52;x;x
1299;172;190;65;x;x
1300;53;105;147;x;x
1301;215;236;65;x;x
1302;151;193;143;x;x
1303;103;44;51;x;x
1304;190;182;39;x;x
1305;13;204;137;x;x
1306;93;169;10;x;x
1307;24;115;52;x;x
1308;41;117;24;x;x
1309;105;83;253;x;x
1310;125;95;18;x;x
1311;98;119;140;x;x
1312;177;24;180;x;x
1313;214;178;204;x;x
1314;169;3;155;x;x
1315;72;103;65;x;x
1316;184;39;131;x;x
1317;193;209;249;x;x
1318;168;171;41;x;x
1319;189;47;130;x;x
1320;209;49;247;x;x
1321;221;54;161;x;x
1322;94;72;187;x;x
1323;135;10;208;x;x
1324;68;185;22;x;x
1325;92;191;36;x;x
1326;87;85;211;x;x
1327;168;103;141;x;x
1328;152;123;7;x;x
1329;77;190;110;x;x
1330;116;170;140;x;x
1331;153;254;234;x;x
1332;223;143;161;x;x
1333;235;237;193;x;x
1334;116;30;136;x;x
1335;85;225;195;x;x
1336;85;227;244;x;x
1337;131;188;22;x;x
1338;223;206;233;x;x
1339;159;9;59;x;x
1340;249;141;127;x;x
1341;1;150;187;x;x
1342;196;120;253;x;x
1343;68;9;233;x;x
1344;94;163;166;x;x
1345;101;97;136;x;x
1346;4;149;60;x;x
1347;252;27;192;x;x
1348;92;9;86;x;x
1349;38;165;199;x;x
1350;141;52;84;x;x
1351;58;155;140;x;x
1352;93;101;200;x;x
1353;63;153;151;x;x
1354;74;113;157;x;x
1355;214;50;21;x;x
1356;133;177;201;x;x
1357;17;40;35;x;x
1358;176;4;107;x;x
1359;142;172;26;x;x
1360;36;175;199;x;x
1361;246;37;240;x;x
1362;254;229;196;x;x
1363;175;210;172;x;x
1364;193;70;115;x;x
1365;146;64;59;x;x
1366;250;244;169;x;x
1367;42;197;129;x;x
1368;9;32;165;x;x
1369;248;189;209;x;x
1370;88;188;123;x;x
1371;33;38;234;x;x
1372;97;111;120;x;x
1373;30;41;193;x;x
1374;188;188;49;x;x
1375;80;95;52;x;x
1376;216;254;218;x;x
1377;63;210;42;x;x
1378;56;186;12;x;x
1379;187;68;18;x;x
1380;39;40;49;x;x
1381;168;1;207;x;x
1382;121;57;129;x;x
1383;81;134;138;x;x
1384;25;85;154;x;x
1385;45;28;213;x;x
1386;208;98;186;x;x
1387;192;107;35;x;x
1388;194;159;10;x;x
1389;22;159;109;x;x
1390;40;70;213;x;x
1391;209;34;224;x;x
1392;55;231;100;x;x
1393;226;51;146;x;x
1394;77;164;32;x;x
1395;223;183;34;x;x
1396;170;244;29;x;x
1397;80;3;73;x;x
1398;151;67;89;x;x
1399;153;123;160;x;x
1400;121;42;128;x;x
1401;195;147;143;x;x
1402;204;187;123;x;x
1403;21;20;53;x;x
1404;45;17;70;x;x
1405;106;116;74;x;x
1406;203;175;200;x;x
1407;22;127;99;x;x
1408;83;143;76;x;x
1409;157;234;87;x;x
1410;209;91;104;x;x
1411;190;162;129;x;x
1412;208;213;161;x;x
1413;43;201;49;x;x
1414;223;87;90;x;x
1415;98;195;159;x;x
1416;13;20;19;x;x
1417;119;251;161;x;x
1418;172;227;59;x;x
1419;15;181;229;x;x
1420;16;33;149;x;x
1421;123;108;0;x;x
1422;150;118;39;x;x
1423;146;129;7;x;x
1424;157;170;93;x;x
1425;32;224;238;x;x
1426;115;38;202;x;x
1427;28;37;201;x;x
1428;193;119;58;x;x
1429;29;168;194;x;x
1430;31;78;118;x;x
1431;15;109;206;x;x
1432;249;90;177;x;x
1433;110;71;23;x;x
1434;238;146;176;x;x
1435;62;205;213;x;x
1436;107;22;147;x;x
1437;240;53;84;x;x
1438;31;114;103;x;x
1439;157;16;225;x;x
1440;78;67;203;x;x
1441;59;179;121;x;x
1442;83;254;192;x;x
1443;164;59;236;x;x
1444;11;120;216;x;x
1445;58;204;76;x;x
1446;90;150;75;x;x
1447;95;202;158;x;x
1448;207;202;60;x;x
1449;137;134;145;x;x
1450;194;248;75;x;x
1451;98;185;224;x;x
1452;165;154;157;x;x
1453;246;87;143;x;x
1454;182;255;3;x;x
1455;107;109;107;x;x
1456;140;24;26;x;x
1457;201;123;6;x;x
1458;93;4;248;x;x
1459;170;133;127;x;x
1460;54;246;71;x;x
1461;229;2;89;x;x
1462;58;42;39;x;x
1463;72;119;26;x;x
1464;34;199;92;x;x
1465;127;116;64;x;x
1466;115;194;59;x;x
1467;8;124;229;x;x
1468;144;115;134;x;x
1469;224;107;169;x;x
1470;81;212;125;x;x
1471;246;181;82;x;x
1472;141;195;229;x;x
1473;1;86;242;x;x
1474;172;195;162;x;x
1475;38;26;206;x;x
1476;28;231;195;x;x
1477;21;208;80;x;x
1478;77;46;167;x;x
1479;54;85;46;x;x
1480;206;246;32;x;x
1481;210;145;111;x;x
1482;148;17;218;x;x
1483;179;118;147;x;x
1484;156;4;3;x;x
1485;18;122;214;x;x
1486;192;65;177;x;x
1487;69;156;104;x;x
1488;215;89;59;x;x
1489;241;139;167;x;x
1490;103;155;162;x;x
1491;54;174;252;x;x
1492;29;13;72;x;x
1493;111;188;84;x;x
1494;227;118;61;x;x
1495;248;105;55;x;x
1496;98;142;66;x;x
1497;211;199;142;x;x
1498;109;208;177;x;x
1499;243;114;192;x;x
1500;5;4;156;x;x
1501;38;9;40;x;x
1502;161;137;239;x;x
1503;146;197;63;x;x
1504;45;62;254;x;x
1505;14;123;192;x;x
1506;77;143;85;x;x
1507;126;154;41;x;x
1508;87;137;153;x;x
1509;71;44;56;x;x
1510;229;176;148;x;x
1511;16;174;118;x;x
1512;215;137;48;x;x
1513;45;184;162;x;x
1514;94;231;124;x;x
1515;173;111;49;x;x
1516;15;55;163;x;x
1517;201;124;228;x;x
1518;32;50;143;x;x
1519;187;116;184;x;x
1520;123;189;178;x;x
1521;133;107;239;x;x
1522;62;159;70;x;x
1523;67;105;217;x;x
1524;56;25;235;x;x
1525;118;43;74;x;x
1526;185;40;86;x;x
1527;235;135;248;x;x
1528;238;210;81;x;x
1529;101;246;139;x;x
1530;34;206;182;x;x
1531;198;140;68;x;x
1532;207;49;94;x;x
1533;230;225;17;x;x
1534;95;186;233;x;x
1535;246;226;114;x;x
1536;127;111;148;x;x
1537;184;50;156;x;x
1538;37;195;184;x;x
1539;164;144;241;x;x
1540;28;158;45;x;x
1541;176;47;95;x;x
1542;56;149;43;x;x
1543;81;187;139;x;x
1544;32;1;150;x;x
1545;154;177;3;x;x
1546;74;124;165;x;x
1547;225;56;38;x;x
1548;9;217;123;x;x
1549;160;82;12;x;x
1550;181;4;30;x;x
1551;178;82;49;x;x
1552;234;19;182;x;x
1553;175;224;107;x;x
1554;244;211;33;x;x
1555;149;137;153;x;x
1556;46;243;75;x;x
1557;85;219;101;x;x
1558;255;5;19;x;x
1559;208;205;215;x;x
1560;179;176;41;x;x
1561;186;74;247;x;x
1562;95;224;52;x;x
1563;202;69;232;x;x
1564;48;242;147;x;x
1565;51;107;133;x;x
1566;149;83;255;x;x
1567;124;73;148;x;x
1568;169;38;116;x;x
1569;49;98;49;x;x
1570;177;175;153;x;x
1571;212;31;226;x;x
1572;72;224;223;x;x
1573;238;180;48;x;x
1574;147;69;73;x;x
1575;9;60;7;x;x
1576;162;91;83;x;x
1577;121;106;35;x;x
1578;29;80;126;x;x
1579;68;128;246;x;x
1580;115;170;42;x;x
1581;46;148;74;x;x
1582;59;87;112;x;x
1583;136;193;221;x;x
1584;114;96;32;x;x
1585;4;24;170;x;x
1586;206;29;59;x;x
1587;223;251;145;x;x
1588;245;194;240;x;x
1589;37;65;99;x;x
1590;25;187;245;x;x
1591;102;238;227;x;x
1592;246;53;133;x;x
1593;140;138;184;x;x
1594;32;126;103;x;x
1595;7;238;93;x;x
1596;162;57;246;x;x
1597;216;111;195;x;x
1598;239;87;150;x;x
1599;216;214;170;x;x
1600;40;151;46;x;x
1601;142;229;1;x;x
1602;218;112;76;x;x
1603;201;33;109;x;x
1604;136;128;222;x;x
1605;77;118;78;x;x
1606;60;216;163;x;x
1607;156;111;225;x;x
1608;157;219;78;x;x
1609;159;201;226;x;x
1610;137;62;98;x;x
1611;59;162;44;x;x
1612;213;235;225;x;x
1613;36;253;78;x;x
1614;64;112;203;x;x
1615;96;183;45;x;x
1616;74;232;93;x;x
1617;251;14;186;x;x
1618;243;44;160;x;x
1619;77;59;158;x;x
1620;79;249;63;x;x
1621;149;164;224;x;x
1622;125;128;165;x;x
1623;62;63;69;x;x
1624;131;251;100;x;x
1625;159;206;54;x;x
1626;54;76;182;x;x
1627;118;115;2;x;x
1628;91;184;31;x;x
1629;58;169;228;x;x
1630;28;170;21;x;x
1631;245;81;69;x;x
1632;99;204;0;x;x
1633;165;36;6;x;x
1634;11;210;104;x;x
1635;48;250;120;x;x
1636;97;182;128;x;x
1637;82;61;177;x;x
1638;85;199;13;x;x
1639;9;150;222;x;x
1640;209;113;97;x;x
1641;11;150;37;x;x
1642;176;164;170;x;x
1643;148;12;184;x;x
1644;168;155;208;x;x
1645;227;201;214;x;x
1646;221;49;254;x;x
1647;97;125;209;x;x
1648;249;92;25;x;x
1649;106;55;237;x;x
1650;101;194;226;x;x
1651;117;35;128;x;x
1652;249;82;88;x;x
1653;222;149;44;x;x
1654;241;164;18;x;x
1655;181;180;201;x;x
1656;231;146;120;x;x
1657;95;114;156;x;x
1658;246;217;146;x;x
1659;168;110;81;x;x
1660;139;12;240;x;x
1661;125;226;58;x;x
1662;96;86;65;x;x
1663;63;113;76;x;x
1664;9;152;161;x;x
1665;41;222;98;x;x
1666;254;107;98;x;x
1667;151;45;98;x;x
1668;6;223;2;x;x
1669;161;57;215;x;x
1670;49;26;42;x;x
1671;249;117;100;x;x
1672;195;103;117;x;x
1673;14;198;26;x;x
1674;58;254;166;x;x
1675;219;224;27;x;x
1676;20;238;15;x;x
1677;127;16;198;x;x
1678;132;167;171;x;x
1679;167;240;124;x;x
1680;155;248;133;x;x
1681;204;189;81;x;x
1682;90;130;24;x;x
1683;50;250;206;x;x
1684;204;176;253;x;x
1685;150;55;170;x;x
1686;210;184;232;x;x
1687;62;158;228;x;x
1688;48;139;235;x;x
1689;174;187;165;x;x
1690;182;169;50;x;x
1691;191;252;203;x;x
1692;192;52;1;x;x
1693;142;64;58;x;x
1694;74;119;53;x;x
1695;247;182;57;x;x
1696;37;163;70;x;x
1697;217;18;196;x;x
1698;119;115;10;x;x
1699;76;206;185;x;x
1700;57;77;101;x;x
1701;193;176;54;x;x
1702;229;134;221;x;x
1703;64;4;213;x;x
1704;44;22;46;x;x
1705;92;149;62;x;x
1706;140;17;144;x;x
1707;192;9;228;x;x
1708;221;219;54;x;x
1709;101;203;203;x;x
1710;1;58;233;x;x
1711;199;178;119;x;x
1712;177;145;66;x;x
1713;53;244;101;x;x
1714;228;31;102;x;x
1715;228;43;52;x;x
1716;134;152;204;x;x
1717;101;189;9;x;x
1718;149;195;219;x;x
1719;239;152;50;x;x
1720;227;94;183;x;x
1721;105;102;4;x;x
1722;75;244;44;x;x
1723;89;94;248;x;x
1724;201;86;90;x;x
1725;116;230;125;x;x
1726;125;241;123;x;x
1727;165;74;177;x;x
1728;223;116;95;x;x
1729;28;47;16;x;x
1730;8;146;142;x;x
1731;37;107;228;x;x
1732;218;221;8;x;x
1733;97;136;254;x;x
1734;196;249;59;x;x
1735;185;106;208;x;x
1736;153;88;206;x;x
1737;228;49;83;x;x
1738;9;162;120;x;x
1739;254;140;175;x;x
1740;81;131;51;x;x
1741;226;190;234;x;x
1742;19;65;180;x;x
1743;36;238;98;x;x
1744;84;222;159;x;x
1745;38;72;84;x;x
1746;203;19;27;x;x
1747;57;155;177;x;x
1748;194;64;107;x;x
1749;73;48;234;x;x
1750;161;195;32;x;x
1751;1;42;41;x;x
1752;196;223;184;x;x
1753;244;57;110;x;x
1754;197;243;237;x;x
1755;84;208;237;x;x
1756;222;207;33;x;x
1757;94;159;0;x;x
1758;9;16;210;x;x
1759;229;52;71;x;x
1760;208;63;138;x;x
1761;41;115;194;x;x
1762;218;56;163;x;x
1763;199;116;64;x;x
1764;72;71;61;x;x
1765;68;255;238;x;x
1766;214;161;63;x;x
1767;0;14;111;x;x
1768;141;72;106;x;x
1769;255;37;37;x;x
1770;140;234;121;x;x
1771;26;128;170;x;x
1772;106;93;231;x;x
1773;103;231;15;x;x
1774;85;52;119;x;x
1775;160;215;9;x;x
1776;184;27;212;x;x
1777;63;109;121;x;x
1778;220;225;249;x;x
1779;184;65;60;x;x
1780;157;28;90;x;x
1781;168;148;234;x;x
1782;175;144;166;x;x
1783;104;57;172;x;x
1784;129;178;136;x;x
1785;128;76;192;x;x
1786;148;9;235;x;x
1787;20;51;207;x;x
1788;187;204;27;x;x
1789;163;153;219;x;x
1790;0;148;13;x;x
1791;236;106;54;x;x
1792;9;60;19;x;x
1793;116;249;184;x;x
1794;177;176;64;x;x
1795;233;38;78;x;x
1796;141;100;62;x;x
1797;135;39;135;x;x
1798;206;111;1;x;x
1799;208;55;77;x;x
1800;71;23;219;x;x
1801;146;29;212;x;x
1802;28;184;201;x;x
1803;247;61;231;x;x
1804;51;241;111;x;x
1805;171;200;242;x;x
1806;185;205;46;x;x
1807;46;124;139;x;x
1808;41;24;122;x;x
1809;76;144;126;x;x
1810;167;230;178;x;x
1811;66;247;201;x;x
1812;18;161;89;x;x
1813;25;2;111;x;x
1814;20;168;9;x;x
1815;73;56;157;x;x
1816;139;236;78;x;x
1817;121;124;61;x;x
1818;217;58;215;x;x
1819;124;105;58;x;x
1820;183;192;89;x;x
1821;74;173;189;x;x
1822;16;150;88;x;x
1823;218;255;31;x;x
1824;251;120;244;x;x
1825;18;246;192;x;x
1826;25;108;66;x;x
1827;226;160;173;x;x
1828;214;210;151;x;x
1829;44;52;234;x;x
1830;170;90;192;x;x
1831;186;45;184;x;x
1832;109;65;206;x;x
1833;127;44;134;x;x
1834;235;162;107;x;x
1835;155;212;103;x;x
1836;30;242;225;x;x
1837;41;63;116;x;x
1838;77;204;147;x;x
1839;106;56;155;x;x
1840;10;47;101;x;x
1841;196;74;103;x;x
1842;247;231;99;x;x
1843;243;36;23;x;x
1844;192;199;252;x;x
1845;4;71;97;x;x
1846;206;160;190;x;x
1847;151;238;168;x;x
1848;8;153;14;x;x
1849;86;152;62;x;x
1850;100;176;136;x;x
1851;34;15;237;x;x
1852;168;210;151;x;x
1853;96;148;48;x;x
1854;89;61;67;x;x
1855;19;99;228;x;x
1856;194;217;61;x;x
1857;255;178;88;x;x
1858;201;26;8;x;x
1859;34;193;25;x;x
1860;80;122;97;x;x
1861;53;90;52;x;x
1862;198;131;181;x;x
1863;204;131;198;x;x
1864;182;54;202;x;x
1865;177;145;155;x;x
1866;245;198;83;x;x
1867;152;41;196;x;x
1868;8;47;49;x;x
1869;5;159;26;x;x
1870;207;237;228;x;x
1871;118;223;33;x;x
1872;218;27;106;x;x
1873;240;87;32;x;x
1874;25;32;78;x;x
1875;180;177;164;x;x
1876;42;238;221;x;x
1877;213;174;71;x;x
1878;64;186;216;x;x
1879;7;249;104;x;x
1880;190;220;192;x;x
1881;135;91;107;x;x
1882;67;198;108;x;x
1883;191;199;45;x;x
1884;0;239;140;x;x
1885;32;43;220;x;x
1886;115;195;16;x;x
1887;155;10;114;x;x
1888;217;4;217;x;x
1889;97;208;37;x;x
1890;181;130;83;x;x
1891;242;110;27;x;x
1892;176;105;40;x;x
1893;22;149;199;x;x
1894;77;165;70;x;x
1895;222;35;118;x;x
1896;36;255;161;x;x
1897;93;85;59;x;x
1898;81;220;113;x;x
1899;188;114;74;x;x
1900;195;29;156;x;x
1901;40;49;182;x;x
1902;128;35;100;x;x
1903;127;137;25;x;x
1904;102;217;147;x;x
1905;158;28;66;x;x
1906;68;134;85;x;x
1907;43;21;5;x;x
1908;194;236;72;x;x
1909;76;232;98;x;x
1910;41;109;193;x;x
1911;213;48;62;x;x
1912;31;238;198;x;x
1913;2;79;55;x;x
1914;252;253;107;x;x
1915;103;100;97;x;x
1916;60;52;252;x;x
1917;45;144;39;x;x
1918;224;47;173;x;x
1919;25;88;88;x;x
1920;41;206;224;x;x
1921;200;213;189;x;x
1922;145;221;100;x;x
1923;5;73;61;x;x
1924;127;83;57;x;x
1925;147;0;15;x;x
1926;74;2;173;x;x
1927;169;106;7;x;x
1928;159;243;206;x;x
1929;228;26;6;x;x
1930;32;208;8;x;x
1931;119;7;75;x;x
1932;246;36;215;x;x
1933;162;102;99;x;x
1934;247;172;135;x;x
1935;152;71;18;x;x
1936;238;174;207;x;x
1937;248;75;252;x;x
1938;143;127;20;x;x
1939;248;102;206;x;x
1940;87;120;50;x;x
1941;96;114;147;x;x
1942;243;72;235;x;x
1943;178;14;108;x;x
1944;246;52;26;x;x
1945;171;37;105;x;x
1946;223;216;155;x;x
1947;29;241;71;x;x
1948;229;37;99;x;x
1949;24;54;185;x;x
1950;124;212;131;x;x
1951;154;167;242;x;x
1952;156;62;187;x;x
1953;47;187;247;x;x
1954;163;30;142;x;x
1955;86;11;44;x;x
1956;57;22;148;x;x
1957;233;161;43;x;x
1958;118;146;115;x;x
1959;61;44;15;x;x
1960;234;104;159;x;x
1961;148;251;209;x;x
1962;57;130;123;x;x
1963;33;230;15;x;x
1964;123;19;149;x;x
1965;165;102;26;x;x
1966;148;231;113;x;x
1967;133;183;98;x;x
1968;250;199;147;x;x
1969;175;67;42;x;x
1970;192;56;13;x;x
1971;42;201;251;x;x
1972;77;161;221;x;x
1973;179;251;249;x;x
1974;167;33;85;x;x
1975;204;199;240;x;x
1976;105;236;141;x;x
1977;102;114;145;x;x
1978;242;37;11;x;x
1979;13;207;224;x;x
1980;99;127;8;x;x
1981;231;94;208;x;x
1982;223;26;180;x;x
1983;168;67;103;x;x
1984;232;199;230;x;x
1985;231;1;25;x;x
1986;135;24;139;x;x
1987;182;101;14;x;x
1988;129;223;203;x;x
1989;243;118;254;x;x
1990;187;167;145;x;x
1991;68;175;47;x;x
1992;48;227;177;x;x
1993;89;83;155;x;x
1994;194;134;22;x;x
1995;119;105;198;x;x
1996;166;232;25;x;x
1997;31;135;90;x;x
1998;173;26;176;x;x
1999;134;20;145;x;x
2000;64;23;80;x;x
2001;181;246;117;x;x
2002;110;57;225;x;x
2003;159;128;73;x;x
2004;71;255;237;x;x
2005;53;173;216;x;x
2006;20;43;0;x;x
2007;190;95;233;x;x
2008;234;94;251;x;x
2009;15;21;50;x;x
2010;163;75;129;x;x
2011;189;199;67;x;x
2012;17;100;25;x;x
2013;229;170;185;x;x
2014;181;2;69;x;x
2015;102;190;133;x;x
2016;32;203;235;x;x
2017;10;227;172;x;x
2018;106;245;253;x;x
2019;30;205;114;x;x
2020;134;45;14;x;x
2021;31;97;207;x;x
2022;131;70;153;x;x
2023;239;108;85;x;x
2024;10;138;114;x;x
2025;84;227;58;x;x
2026;234;253;13;x;x
2027;216;185;176;x;x
2028;199;175;71;x;x
2029;105;244;135;x;x
2030;19;1;38;x;x
2031;226;171;198;x;x
2032;21;25;92;x;x
2033;43;34;82;x;x
2034;36;225;210;x;x
2035;88;87;222;x;x
2036;111;133;86;x;x
2037;35;241;187;x;x
2038;133;175;94;x;x
2039;43;34;122;x;x
2040;16;41;103;x;x
2041;178;113;205;x;x
2042;143;134;161;x;x
2043;200;206;115;x;x
2044;16;44;180;x;x
2045;14;107;106;x;x
2046;178;190;157;x;x
2047;79;85;54;x;x
2048;1;112;71;x;x
2049;245;74;125;x;x
2050;192;34;35;x;x
2051;234;136;135;x;x
2052;160;216;154;x;x
2053;79;34;29;x;x
2054;124;67;222;x;x
2055;6;188;108;x;x
2056;48;20;4;x;x
2057;226;173;82;x;x
2058;51;195;239;x;x
2059;208;209;1;x;x
2060;160;127;104;x;x
2061;25;141;112;x;x
2062;246;0;20;x;x
2063;117;89;114;x;x
2064;39;19;248;x;x
2065;157;144;210;x;x
2066;216;105;40;x;x
2067;68;86;137;x;x
2068;7;135;47;x;x
2069;58;77;173;x;x
2070;219;179;119;x;x
2071;142;181;239;x;x
2072;51;149;134;x;x
2073;208;2;126;x;x
2074;54;58;238;x;x
2075;126;242;3;x;x
2076;25;80;31;x;x
2077;250;133;59;x;x
2078;176;192;29;x;x
2079;192;227;121;x;x
2080;196;213;143;x;x
2081;136;253;223;x;x
2082;101;200;186;x;x
2083;218;32;162;x;x
2084;181;230;28;x;x
2085;96;147;15;x;x
2086;104;80;112;x;x
2087;222;233;14;x;x
2088;12;185;95;x;x
2089;122;253;252;x;x
2090;190;210;167;x;x
2091;99;244;8;x;x
2092;5;9;173;x;x
2093;105;15;76;x;x
2094;133;166;123;x;x
2095;159;41;32;x;x
2096;65;21;206;x;x
2097;73;137;97;x;x
2098;225;75;167;x;x
2099;208;124;68;x;x
2100;176;63;238;x;x
2101;66;151;36;x;x
2102;113;10;59;x;x
2103;215;63;35;x;x
2104;31;250;193;x;x
2105;84;211;0;x;x
2106;52;26;182;x;x
2107;254;214;174;x;x
2108;101;29;167;x;x
2109;7;110;79;x;x
2110;168;106;69;x;x
2111;190;149;145;x;x
2112;120;252;98;x;x
2113;146;143;54;x;x
2114;255;13;178;x;x
2115;120;249;175;x;x
2116;142;180;149;x;x
2117;226;244;9;x;x
2118;222;39;39;x;x
2119;253;182;222;x;x
2120;70;78;154;x;x
2121;155;9;95;x;x
2122;182;254;74;x;x
2123;186;90;81;x;x
2124;138;230;101;x;x
2125;118;216;164;x;x
2126;255;85;110;x;x
2127;182;83;132;x;x
2128;252;160;3;x;x
2129;124;79;237;x;x
2130;219;31;180;x;x
2131;220;213;72;x;x
2132;85;221;67;x;x
2133;90;4;239;x;x
2134;191;0;220;x;x
2135;235;34;155;x;x
2136;13;124;6;x;x
2137;192;203;225;x;x
2138;10;200;35;x;x
2139;21;157;209;x;x
2140;123;51;184;x;x
2141;60;155;78;x;x
2142;208;54;152;x;x
2143;253;141;68;x;x
2144;25;48;227;x;x
2145;193;58;80;x;x
2146;139;1;220;x;x
2147;38;14;97;x;x
2148;89;248;82;x;x
2149;17;140;231;x;x
2150;114;34;153;x;x
2151;92;219;49;x;x
2152;200;38;158;x;x
2153;99;119;161;x;x
2154;191;132;204;x;x
2155;187;196;195;x;x
2156;47;10;104;x;x
2157;187;77;122;x;x
2158;116;50;74;x;x
2159;148;24;198;x;x
2160;80;115;215;x;x
2161;226;87;20;x;x
2162;80;47;246;x;x
2163;11;6;122;x;x
2164;136;134;210;x;x
2165;111;102;219;x;x
2166;253;100;179;x;x
2167;112;133;250;x;x
2168;6;130;78;x;x
2169;192;152;135;x;x
2170;188;213;39;x;x
2171;103;113;221;x;x
2172;227;224;110;x;x
2173;189;152;52;x;x
2174;167;221;186;x;x
2175;32;211;10;x;x
2176;10;102;106;x;x
2177;111;165;153;x;x
2178;177;60;78;x;x
2179;85;14;230;x;x
2180;62;181;232;x;x
2181;118;64;87;x;x
2182;25;244;32;x;x
2183;123;215;175;x;x
2184;2;0;2;x;x
2185;183;39;45;x;x
2186;197;211;130;x;x
2187;247;180;5;x;x
2188;75;79;19;x;x
2189;118;234;40;x;x
2190;26;230;249;x;x
2191;139;147;128;x;x
2192;74;124;170;x;x
2193;203;202;98;x;x
2194;190;61;114;x;x
2195;196;141;116;x;x
2196;66;196;190;x;x
2197;81;119;220;x;x
2198;231;146;160;x;x
2199;174;226;219;x;x
2200;222;160;78;x;x
2201;205;168;103;x;x
2202;67;206;188;x;x
2203;236;68;154;x;x
2204;216;174;47;x;x
2205;123;1;3;x;x
2206;43;244;15;x;x
2207;76;179;243;x;x
2208;248;187;65;x;x
2209;180;238;137;x;x
2210;36;121;254;x;x
2211;28;214;45;x;x
2212;30;83;160;x;x
2213;18;117;250;x;x
2214;114;135;89;x;x
2215;210;23;15;x;x
2216;48;165;167;x;x
2217;110;65;140;x;x
2218;242;33;202;x;x
2219;142;217;150;x;x
